Id,init_name,full_name,affiliation,city,country
1906,DJOGBENOU L,DJOGBENOU LUC,Inst Rech Dev,Cotonou,Benin
1907,DJOGBENOU L,DJOGBENOU LUC,Ctr Rech Entomol Cotonou CREC,Cotonou,Benin
1908,DJOGBENOU L,DJOGBENOU LUC,CREC,Cotonou,Benin
1909,DJOGBENOU L,DJOGBENOU LUC,Inst Rech Dev  UR 016,Cotonou,Benin
1910,DJOGBENOU L,DJOGBENOU LUC,CREC  IRD  UR016,Cotonou,Benin
1911,DJOGBENOU L,DJOGBENOU LUC,Univ Abomey Calavi  Inst Reg Sante Publ LRSP,Cotonou,Benin
1912,DJOGBENOU L,DJOGBENOU L,IRD UR016  Ctr Rech Entomol Cotonou,Cotonou,Benin
1913,DJOGBENOU L,DJOGBENOU L,Inst Rech Dev  Lab Lutte Insectes Nuisibles  UR016,Montpellier,France
1914,DJOGBENOU L S,DJOGBENOU LUC SALAKO,,,
1915,DJOGBENOU L S,DJOGBENOU LUC SALAKO,Univ dAbomey Calavi  Inst Reg Sante Publ,Cotonou,Benin
1916,DJOGBENOU L S,DJOGBENOU LUC S,,,
1917,DJOGBENOU L S,DJOGBENOU LUC S,Univ Abomey Calavi  Inst Reg Sante Publ,Cotonou,Benin
1918,DJOGBENOU L S,DJOGBENOU LUC S,Inst Reg Sante Publ IIRD,Cotonou,Benin
1919,DJOGBENOU L S,DJOGBENOU LUC SALAKO,Univ Abomey Calavi  Inst Reg Sante Publ,Cotonou,Benin
1920,DJOGBENOU L S,DJOGBENOU LUC S,Inst Reg Sante Publ IRD,Cotonou,Benin
1921,DJOGBENOU L S,DJOGBENOU LUC S,Univ Abomey Calavi  Inst Reg Sante Publ Ouidah,Cotonou,Benin
1922,DJOGBENOU L S,DJOGBENOU LUC S,Univ Liverpool  Liverpool Sch Trop Med  Dept Vector Biol  Liverpool L3 5QA,Merseyside,England
1923,DJOGBENOU L S,DJOGBENOU LUC S,IRSP,Ouidah,Benin
1924,DJOGBENOU L S,DJOGBENOU LUC S,Univ Abomey Calavi,Cotonou,Benin
1925,DJOGBENOU L S,DJOGBENOU LUC S,Inst Reg Sante Publ Ouidah,Ouidah,Benin
1926,DJOGBENOU L S,DJOGBENOU LUC S,Univ Abomey Calavi  Inst Reg Sante Publ  01 BP 918,Cotonou,Benin
1927,DJOGBENOU L S,DJOGBENOU LUC S,CREC,Cotonou,Benin
1928,DJOGBENOU L S,DJOGBENOU LUC S,Inst Reg Sante Publ,Cotonou 918,Benin
1929,DJOSSOU L,DJOSSOU LAURETTE,Univ Abomey Calavi  Inst Reg Sante Publ,Cotonou,Benin
1930,DJOUAKA R,DJOUAKA ROUSSEAU,Int Inst Trop Agr,Cotonou,Benin
1931,DJOUAKA R,DJOUAKA ROUSSEAU,,,
1932,DJOUAKA R,DJOUAKA ROUSSEAU,Int Inst Trop Agr  Agroecohlth Platform West & Cent Africa,Cotonou,Benin
1933,DJOUAKA R,DJOUAKA ROUSSEAU,Int Inst Trop Agr  08 BP 0932,Cotonou,Benin
1934,DJOUAKA R,DJOUAKA ROUSSEAU,IITA Cotonou,Cotonou,Benin
1935,DJOUAKA R,DJOUAKA R,,,
1936,DJOUAKA R F,DJOUAKA ROUSSEAU F,,,
1937,DJOUAKA R F,DJOUAKA ROUSSEAU F,IITA,Cotonou,Benin
1938,DJOUAKA R F,DJOUAKA ROUSSEAU F,Ctr Rech Entomol Cotonou,Cotonou,Benin
1939,DJOUAKA R F,DJOUAKA ROUSSEAU F,Int Inst Trop Agr,Cotonou,Benin
1940,DJOUAKA R F,DJOUAKA ROUSSEAU F,Univ Ibadan  Dept Zool,Ibadan,Nigeria
1941,DJOUAKA R J,DJOUAKA ROUSSEAU J,Int Inst Trop Agr  08 BP 0932,Cotonou,Benin
1942,DOANIO J,DOANIO J,,,
1943,DOANNIO J M C,DOANNIO JULIEN M C,,,
1944,DOANNIO J M C,DOANNIO JULIEN M C,Natl Inst Publ Hlth,Abidjan,Cote Ivoire
1945,DOANNIO JMCMC,DOANNIO JULIEN M C M C,,,
1946,DOBRILOVIC T,DOBRILOVIC TINA,Univ Copenhagen  Ctr Med Parasitol  Dept Int Hlth Immunol & Microbiol,DK-1014 Copenhagen K,Denmark
1947,DOBRILOVIC T,DOBRILOVIC TINA,Rigshosp  Copenhagen Univ Hosp  Dept Infect Dis  Ctr Med Parasitol,DK-2100 Copenhagen,Denmark
1948,DODERERLANG C,DODERERLANG CECILE,,,
1949,DODOO A,DODOO ALEXANDER,,,
1950,DODOO A,DODOO ALEXANDER,Univ Ghana  Sch Med  Korle Bu Teaching Hosp  Ctr Trop Clin Pharmacol & Therapeut,Accra,Ghana
1951,DONADI E A,DONADI E A,,,
1952,DONADI E A,DONADI E A,Univ Sao Paulo  Div Clin Immunol  Sch Med Ribeirao Preto,Sao Paulo,Brazil
1953,DONADI E A,DONADI EDUARDO A,,,
1954,DONADI E A,DONADI EDUARDO A,Univ Sao Paulo  Sch Med Ribeirao Preto  Div Clin Immunol,BR-05508 Sao Paulo,Brazil
1955,DONADI E A,DONADI EDUARDO A,Univ Sao Paulo  Sch Med Ribeirao Preto  Div Clin Immunol,Sao Paulo,Brazil
1956,DONDORP A,DONDORP ARJEN,,,
1957,DONDORP A,DONDORP ARJEN,Mahidol Oxford Trop Med Res Unit MORU,Bangkok,Thailand
1958,DONDORP A,DONDORP ARJEN,Univ Oxford  Nuffield Dept Clin Med  Ctr Trop Med & Global Hlth,Oxford,England
1959,DONDORP A M,DONDORP A M,,,
1960,DONDORP A M,DONDORP A M,Mahidol Univ  Mahidol Oxford Univ Res Unit,Bangkok,Thailand
1961,DONDORP A M,DONDORP A M,Univ Oxford  Nuffield Dept Clin Med  Ctr Trop Med & Global Hlth,Oxford,England
1962,DONGIER P,DONGIER P,,,
1963,DONNELLY M,DONNELLY MARTIN,Univ Liverpool Liverpool Sch Trop Med  Vector Biol Dept  Liverpool,Merseyside,England
1964,DONNELLY M,DONNELLY MARTIN,Wellcome Trust Sanger Inst  Malaria Programme  Hinxton,Cambs,England
1965,DONNELLY M J,DONNELLY MARTIN J,,,
1966,DONNELLY M J,DONNELLY MARTIN J,Pembroke Place  Liverpool Sch Trop Med  Vector Grp  Liverpool,Merseyside,England
1967,DONNELLY M J,DONNELLY MARTIN J,Univ Liverpool Liverpool Sch Trop Med  Vector Grp  Liverpool L3 5QA,Merseyside,England
1968,DONNELLY M J,DONNELLY MARTIN JAMES,Univ Liverpool  Liverpool Sch Trop Med  Vector Grp  Liverpool L3 5QA,Merseyside,England
1969,DONNELLY M J,DONNELLY MARTIN J,Univ Liverpool  Liverpool Sch Trop Med  Vector Biol Dept  Liverpool L3 5QA,Merseyside,England
1970,DONNELLY M J,DONNELLY MARTIN J,Wellcome Trust Sanger Inst  Malaria Programme,Cambridge,England
1971,DONNELLY M J,DONNELLY MARTIN J,Univ Liverpool  Liverpool Sch Trop Med  Dept Vector Biol  Liverpool L3 5QA,Merseyside,England
1972,DONNELLY M J,DONNELLY MARTIN JAMES,,,
1973,DONNELLY M J,DONNELLY MARTIN JAMES,Univ Liverpool Liverpool Sch Trop Med  Dept Vector Biol  Liverpool L3 5QA,Merseyside,England
1974,DONNELLY M J,DONNELLY MARTIN JAMES,Wellcome Trust Sanger Inst  Malaria Programme,Cambridge,England
1975,DORITCHAMOU J,DORITCHAMOU JUSTIN,Inst Rech Dev  Mere & Enfant Face Infect Trop UMR216  Fac Sci Biol & Pharmaceut,F-75006 Paris,France
1976,DORITCHAMOU J,DORITCHAMOU JUSTIN,Univ Paris 05  PRES Sorbonne Paris Cite  Fac Pharm,F-75270 Paris,France
1977,DORITCHAMOU J,DORITCHAMOU JUSTIN,Univ Abomey Calavi  Fac Sci Sante  Ctr Etud & Rech Paludisme Associe Grossesse & Enf,Cotonou 01,Benin
1978,DORITCHAMOU J,DORITCHAMOU JUSTIN,,,
1979,DORITCHAMOU J,DORITCHAMOU JUSTIN,Univ Abomey Calavi  Fac Sci Sante,Cotonou,Benin
1980,DORITCHAMOU J,DORITCHAMOU JUSTIN,Univ Abomey Calavi  Inst Sci Biomed & Appl,Cotonou,Benin
1981,DORITCHAMOU J,DORITCHAMOU JUSTIN,Fac Sci Sante  Lab Parasitol,Cotonou,Benin
1982,DORITCHAMOU J,DORITCHAMOU JUSTIN,Univ Paris 05  Fac Pharm  PRES Sorbonne Paris Cite,Paris,France
1983,DORITCHAMOU J,DORITCHAMOU JUSTIN,UMR216 Mere & Enfant Face Infect Trop  Inst Rech Dev,Paris,France
1984,DORITCHAMOU J,DORITCHAMOU JUSTIN,Univ Abomey Calavi  Ctr Etud & Rech Paludisme Associe Grossesse & Enf,Cotonou,Benin
1985,DORITCHAMOU J,DORITCHAMOU JUSTIN,Inst Rech Pour Dev IRD  UMR 216  Mother & Child Face Trop Infect Res Unit,Paris,France
1986,DORITCHAMOU J,DORITCHAMOU J,,,
1987,DORITCHAMOU J,DORITCHAMOU J,Univ Abomey Calavi  Fac Sci Sante,Cotonou,Benin
1988,DORITCHAMOU J,DORITCHAMOU J,Univ Abomey Calavi  Inst Sci Biomed & Appl,Cotonou,Benin
1989,DORITCHAMOU J,DORITCHAMOU J,IRD  UR010,Cotonou,Benin
1990,DORITCHAMOU J,DORITCHAMOU JUSTIN,Univ Abomey Calavi,Cotonou,Benin
1991,DORITCHAMOU J,DORITCHAMOU JUSTIN,IRD  Mere & Enfant Face Infect Tropicales UMR216,Paris,France
1992,DORITCHAMOU J,DORITCHAMOU JUSTIN,Univ Paris 05  PRES Paris Sorbonne Cite,Paris,France
1993,DORITCHAMOU J,DORITCHAMOU JUSTIN,CERPAGE,Cotonou,Benin
1994,DORITCHAMOU J,DORITCHAMOU JUSTIN,Inst Rech Dev  Mere & Enfant Face Infect Trop UMR216,Paris,France
1995,DORITCHAMOU J,DORITCHAMOU JUSTIN,Univ Abomey Calavi  Ctr Etud & Rech Paludisme Assoc Grossesse & Enfan,Cotonou,Benin
1996,DORITCHAMOU J,DORITCHAMOU JUSTIN,IRD,Paris,France
1997,DORITCHAMOU J,DORITCHAMOU JUSTIN,Inst Rech Dev,F-75006 Paris,France
1998,DORITCHAMOU J,DORITCHAMOU JUSTIN,Univ Abomey Calavi  Dept Parasitol  Fac Sci Sante,Cotonou,Benin
1999,DORITCHAMOU J,DORITCHAMOU JUSTIN,IRD  UR 010  Fac Sci Sante,Cotonou,Benin
2000,DORITCHAMOU J,DORITCHAMOU JUSTIN,Inst Sci Biomed Appl,Cotonou,Benin
2001,DORITCHAMOU J,DORITCHAMOU JUSTIN,IRD,Cotonou,Benin
2002,DORITCHAMOU J,DORITCHAMOU JUSTIN,Ctr Etud & Rech Paludisme Associe Grossesse & Enf,Cotonou,Benin
2003,DORITCHAMOU J,DORITCHAMOU JUSTIN,Univ Paris 05  PRES Sorbonne Paris Cite  Fac Pharm,Paris,France
2004,DORSEY G,DORSEY GRANT,,,
2005,DORSEY G,DORSEY GRANT,Univ Calif San Francisco  Dept Med,San Francisco,CA 94143 USA
2006,DORSEY G,DORSEY GRANT,Univ Calif San Francisco  Dept Med,San Francisco,CA USA
2007,DOS ANJOS A,DOS ANJOS ANTONIO,,,
2008,DOS ANJOS A,DOS ANJOS ANTONIO,ISMAT Inst Super Manuel Teixeira Gomes  Dept Ciencias & Tecnol,P-8500508 Portimao,Portugal
2009,DOS SANTOS S,DOS SANTOS STEPHANIE,,,
2010,DOS SANTOS S,DOS SANTOS STEPHANIE,Campus Int Rech UCAD IRD  Inst Rech Dev  UMR 151,Dakar,Senegal
2011,DOSSA R,DOSSA ROMAIN,,,
2012,DOSSA R,DOSSA ROMAIN,Univ Abomey Calavi  Lab Physiol Nutr,Cotonou,Benin
2013,DOSSA R,DOSSA ROMAIN,Univ Abomey Calavi,Cotonou,Benin
2014,DOSSANTOS M A,DOSSANTOS MARIA A,,,
2015,DOSSANTOS M A,DOSSANTOS MARIA ADELAIDE,,,
2016,DOSSOUGBETE L,DOSSOUGBETE L,,,
2017,DOSSOUGBETE L,DOSSOUGBETE L,Clin Louis Pasteur,Porto Novo,Benin
2018,DOSSOUGBETE L,DOSSOUGBETE LUCIEN,,,
2019,DOSSOUYOVO O P,DOSSOUYOVO OMER PLACIDE,,,
2020,DOUCOURE S,DOUCOURE SOULEYMANE,,,
2021,DOUCOURE S,DOUCOURE SOULEYMANE,Inst Rech Dev  MIVEGEC Unit,Montpellier,France
2022,DOUMBO O K,DOUMBO OGOBARA K,,,
2023,DOUMBO O K,DOUMBO OGOBARA K,Univ Bamako  Fac Med Pharm & Dent  Malaria Res & Training Ctr,Bamako,Mali
2024,DOUMBO O K,DOUMBO OGOBARA K,Univ Bamako  Fac Med Pharm & Odontostomatol  Dept Epidemiol Parasit Dis  Malaria Res & Training Ctr,Bamako,Mali
2025,DOUMBO O K,DOUMBO O K,,,
2026,DOUMBO O K,DOUMBO O K,Univ Bamako  Fac Med Pharm & Odontostomatol  Dept Epidemiol Parasit Dis  Malaria Res & Training Ctr,Bamako,Mali
2027,DOWD A J,DOWD ANDREW J,Univ Liverpool  Liverpool Sch Trop Med  Dept Vector Biol  Liverpool L3 5QA,Merseyside,England
2028,DRABO M K,DRABO MAXIME KOINE,,,
2029,DRABO M K,DRABO MAXIME KOINE,Inst Rech Sci Sante  Lab Natl Sante Publ,Ouagadougou,Burkina Faso
2030,DRABO M K,DRABO MAXIME KOINE,Inst Reg Sante Publ Ouidah,Ouidha,Benin
2031,DRAKELEY C J,DRAKELEY CHRIS J,,,
2032,DRAKELEY C J,DRAKELEY CHRIS J,German Ctr Infect Res,Tubingen,Germany
2033,DRAKELEY C J,DRAKELEY CHRIS J,LSHTM  Dept Infect & Immunity,London,England
2034,DRAKELEY C J,DRAKELEY CHRIS J,London Sch Hyg & Trop Med  Fac Infect & Trop Dis,London WC1,England
2035,DRAME P M,DRAME PAPAMAKHTAR,,,
2036,DRAME P M,DRAME PAPA M,Inst Rech Dev,Cotonou,Benin
2037,DRAME P M,DRAME PAPA MAKHTAR,IRD CNRS UM1 UM2 Montpellier  MIVEGEC,Montpellier,France
2038,DRAME P M,DRAME PAPA MAKHTAR,,,
2039,DRAME P M,DRAME PAPA MAKHTAR,UMR 224 MIVEGEC  Inst Rech Dev,F-34394 Montpellier,France
2040,DRAME P M,DRAME PAPA MAKHTAR,Univ Montpellier I  IRD224  CNRS5290  UMR MIVEGEC IRD,F-34394 Montpellier,France
2041,DRAME P M,DRAME PAPA MAKHTAR,Univ Montpellier 2  IRD224  CNRS5290  UMR MIVEGEC IRD,F-34394 Montpellier,France
2042,DRAME P M,DRAME PAPA MAKHTAR,Univ Montpellier I  IRD224  CNRS5290  UMR MIVEGEC IRD CREC,Cotonou,Benin
2043,DRAME P M,DRAME PAPA MAKHTAR,Univ Montpellier 2  IRD224  CNRS5290  UMR MIVEGEC IRD CREC,Cotonou,Benin
2044,DRAME P M,DRAME PAPA MAKHTAR,NIAID  Parasit Dis Lab  NIH  4 Ctr Dr,Bethesda,MD 20892 USA
2045,DRAME P M,DRAME PAPA M,IRD CREC,Cotonou,Benin
2046,DRAME P M,DRAME PAPA M,CNRS 5290  MIVEGEC  UMR IRD 224  UM1 UM2,F-34394 Montpellier 5,France
2047,DRAME P M,DRAME PAPA MAKHTAR,Inst Rech Dev  MIVEGEC Unit,Montpellier,France
2048,DRAME P M,DRAME PAPA MAKHTAR,Univ Montpellier I  Inst Rech Dev  UMR MIVEGEC IRD224 CNRS5290,Montpellier,France
2049,DRAME P M,DRAME PAPA MAKHTAR,Univ Montpellier 2,Montpellier,France
2050,DRAME P M,DRAME PAPA MAKHTAR,Inst Rech Dev  UR016,Cotonou,Benin
2051,DRAME P M,DRAME PAPA M,Univ Montpellier I  UMR MIVEGEC  IRD224  CNRS5290,F-34394 Montpellier,France
2052,DRAME P M,DRAME PAPA M,Univ Montpellier 2  IRD,F-34394 Montpellier,France
2053,DRAME P M,DRAME PAPA M,Univ Montpellier I  IRD UMR MIVEGEC  IRD224  CNRS5290,Cotonou,Benin
2054,DRAME P M,DRAME PAPA M,Univ Montpellier 2  CREC,Cotonou,Benin
2055,DRISCOLL T R,DRISCOLL TIM R,,,
2056,DRISCOLL T R,DRISCOLL TIM R,Univ Sydney  Sydney Sch Publ Hlth  Sydney,NSW 2006,Australia
2057,DUARTE E,DUARTE ELVES,,,
2058,DUARTE E,DUARTE ELVES,IRD  MIVEGEC  UM CNRS IRD 224 5290,Cotonou,Benin
2059,DUARTE E,DUARTE ELVES,CREC,Cotonou,Benin
2060,DUBBELD M A,DUBBELD MA,,,
2061,DUBER H C,DUBER HERBERT C,Univ Washington  Inst Hlth Metr & Evaluat,Seattle,WA 98195 USA
2062,DUCHEMIN J B,DUCHEMIN JEAN BERNARD,,,
2063,DUCHEMIN J B,DUCHEMIN JEAN BERNARD,Reseau Int Inst Pasteur  Ctr Rech Med Sanitaire,Niamey,Niger
2064,DUCHEMIN J B,DUCHEMIN J B,,,
2065,DUCHEMIN J B,DUCHEMIN J B,Reseau Int Inst Pasteur  CERMES,Niamey,Niger
2066,DUCHON S,DUCHON STEPHANE,Inst Rech Dev  Lab Lutte Insectes Nuisibles,F-34394 Montpellier,France
2067,DUCHON S,DUCHON STEPHANE,,,
2068,DUCHON S,DUCHON STEPHANE,IRD  UM1 UM2 CNRS 5290 IRD 224  MiVEGEC,Montpellier,France
2069,DUCHON S,DUCHON S,,,
2070,DUCROCQ R,DUCROCQ ROLANDE,Hop Robert Debre  INSERM  U763 Physiopathol & Pharmacogenom Traitement Drep,F-75019 Paris,France
2071,DUCROCQ R,DUCROCQ ROLANDE,Univ Paris Diderot  Fac Med,F-75019 Paris,France
2072,DUFFY P E,DUFFY PATRICK E,,,
2073,DUFFY P E,DUFFY PATRICK E,Seattle Biomed Res Inst,Seattle,WA 98109 USA
2074,DUGOUJON J M,DUGOUJON JEANMICHEL,,,
2075,DUPARC S,DUPARC STEPHAN,,,
2076,DUPARC S,DUPARC STEPHAN,Med Malaria Venture,Geneva,Switzerland
2077,DUPARC S,DUPARC STEPHAN,MMV,CH-1215 Meyrin,Switzerland
2078,DUPARC S,DUPARC S,,,
2079,DUPARC S,DUPARC S,Med Malaria Venture,Geneva,Switzerland
2080,DURAND B,DURAND BENOIT,Afssa LERPAZ,F-94706 Maisons Alfort,France
2081,DURAND R,DURAND REMY,Hop Avicenne  AP HP  Lab Parasitol Mycol,F-93009 Bobigny,France
2082,DURAND R,DURAND REMY,UMR Mere & Enfant Face Infect Trop 216,Paris,France
2083,DURAND R,DURAND REMY,,,
2084,DURAND R,DURAND REMY,Inst Rech Dev  UMR Mere & Enfant Face Infect Trop 216,Paris,France
2085,DURAND R,DURAND REMY,Univ Paris 05  COMUE Sorbonne Paris Cite  Fac Sci Pharmaceut & Biol,Paris,France
2086,DURRANI A M,DURRANI ADNAN M,,,
2087,DURRANI A M,DURRANI ADNAN M,NIH,Montgomery,MD USA
2088,DUVIGNAUD A,DUVIGNAUD ALEXANDRE,Inst Rech Dev  UMR 216,Paris,France
2089,DUVIGNAUD A,DUVIGNAUD ALEXANDRE,Univ Paris 05,Paris,France
2090,DUVIGNAUD A,DUVIGNAUD ALEXANDRE,Ctr Hosp Univ Bordeaux  Serv Med Trop Clin Int Hlth,Bordeaux,France
2091,DYRING C,DYRING CHARLOTTE,,,
2092,DYRING C,DYRING CHARLOTTE,SCION DTU Sci Pk  Biotechnol ExpreS2,Horsholm,Denmark
2093,ECOCHARD R,ECOCHARD RENE,,,
2094,ECOCHARD R,ECOCHARD RENE,Hosp Civils Lyon  Serv Biostat,Lyon,France
2095,ECOCHARD R,ECOCHARD RENE,Univ Lyon,Lyon,France
2096,ECOCHARD R,ECOCHARD RENE,Univ Lyon 1,F-69622 Villeurbanne,France
2097,ECOCHARD R,ECOCHARD RENE,Ctr Natl Rech Sci  Unite Mixte Rech 5558  Lab Biometrie & Biol Evolut,Villeurbanne,France
2098,ECOCHARD R,ECOCHARD RENE,Univ Lyon,F-69000 Lyon,France
2099,ECOCHARD R,ECOCHARD RENE,Univ Lyon 1,F-69100 Villeurbanne,France
2100,ECOCHARD R,ECOCHARD RENE,CNRS  Lab Biometrie & Biol Evolut  UMR5558,F-69100 Villeurbanne,France
2101,ECOCHARD R,ECOCHARD RENE,Hosp Civils Lyon  Serv Biostat,F-69003 Lyon,France
2102,EDAYE I,EDAYE I,,,
2103,EDI C V,EDI CONSTANT V,Univ Liverpool  Liverpool Sch Trop Med  Vector Biol Dept  Liverpool L3 5QA,Merseyside,England
2104,EDI C V,EDI CONSTANT V,Ctr Suisse Rech Sci Cote Ivoire,Abidjan,Cote Ivoire
2105,EDORH A P,EDORH A PATRICK,,,
2106,EDORH A P,EDORH A PATRICK,UAC  Fac Sci & Technol FAST  Dept Biochem & Cell Biol,Cotonou,Benin
2107,EGLI I M,EGLI INES M,,,
2108,EGROT M,EGROT MARC,IRD  CNRS 5290  IRD 224  MIVEGEC UM1 UM2,Cotonou,Benin
2109,EGROT M,EGROT MARC,CREC  Minist Sante,Montpellier,France
2110,EGROT M,EGROT MARC,Univ Montpellier I  IRD 224  CNRS 5290  MIVEGEC,Montpellier,France
2111,EGROT M,EGROT MARC,Univ Montpellier 2,Montpellier,France
2112,EGROT M,EGROT MARC,Ctr Rech Entomol Cotonou,Cotonou,Benin
2113,EGYIRYAWSON A,EGYIRYAWSON ALEXANDER,,,
2114,EISELE T P,EISELE THOMAS P,Tulane Univ  Sch Publ Hlth & Trop Med  Ctr Appl Malaria Res & Evaluat,New Orleans,LA 70112 USA
2115,EKALA M T,EKALA MT,,,
2116,EKANMIAN V,EKANMIAN VITAL,,,
2117,ELANGA E,ELANGA EMMANUEL,,,
2118,ELANGA E,ELANGA EMMANUEL,Inst Rech Dev  MIVEGEC  IRD 224  CNRS 5290 UM1 UM2,Cotonou,Benin
2119,ELANGA E,ELANGA EMMANUEL,Minist Sante  Ctre Rech Entomol Cotonou,Cotonou,Benin
2120,ELEGBE P,ELEGBE PANCRAS,,,
2121,ELEGBE P,ELEGBE PANCRAS,Lab Ctr Lutte Integree Paludisme,Cotonou,Benin
2122,ELION J,ELION JACQUES,Hop Robert Debre  INSERM  U763 Physiopathol & Pharmacogenom Traitement Drep,F-75019 Paris,France
2123,ELION J,ELION JACQUES,Univ Paris Diderot  Fac Med,F-75019 Paris,France
2124,ELLENBOGEN R G,ELLENBOGEN RICHARD G,,,
2125,ELLENBOGEN R G,ELLENBOGEN RICHARD G,Harborview,Seattle,WA USA
2126,ELLENBOGEN R G,ELLENBOGEN RICHARD G,Univ Washington Med,Seattle,WA USA
2127,ELMARDI K,ELMARDI KHALID,,,
2128,ELMARDI K,ELMARDI KHALID,Fed Minist Hlth,Khartoum,Sudan
2129,ENGHOFF H,ENGHOFF HENRIK,Univ Copenhagen  Nat Hist Museum Denmark,DK-2100 Copenhagen O,Denmark
2130,ERHART A,ERHART ANNETTE,,,
2131,ERHART A,ERHART ANNETTE,Inst Trop Med Prince Leopold,B-2000 Antwerp,Belgium
2132,ERHART A,ERHART A,,,
2133,ERHART A,ERHART A,Prince Leopold Inst Trop Med,Antwerp,Belgium
2134,ERHART A,ERHART ANNETTE,Inst Trop Med Prince Leopold  Dept Parasitol,B-2000 Antwerp,Belgium
2135,ERMAKOV S P,ERMAKOV SERGEY PETROVICH,,,
2136,ERMAKOV S P,ERMAKOV SERGEY PETROVICH,Russian Acad Sci  Inst Social & Econ Studies Populat,Moscow,Russia
2137,ERMONT C,ERMONT CAROLINE,Inst Rech Dev  IRD UMR 216,Paris,France
2138,ERMONT C,ERMONT CAROLINE,Univ Paris 05,Paris,France
2139,ESCOLANO S,ESCOLANO SYLVIE,,,
2140,ESCOLANO S,ESCOLANO SYLVIE,INSERM  UMR1181  Biostat Biomath Pharmacoepidemiol & Infect Dis B2,Villejuif,France
2141,ESCOLANO S,ESCOLANO SYLVIE,Inst Pasteur  B2PHI  UMR1181,Paris,France
2142,ESCOLANO S,ESCOLANO SYLVIE,Univ Versailles St Quentin  B2PHI  UMR1181,Villejuif,France
2143,ESHETU T,ESHETU TEFERI,,,
2144,ESHETU T,ESHETU TEFERI,Univ Barcelona  Barcelona Ctr Int Hlth Res CRESIB  ISGlobal  Hosp Clin,Barcelona,Spain
2145,ESHETU T,ESHETU TEFERI,Jimma Univ  Dept Med Lab Sci & Pathol,Jimma,Ethiopia
2146,ESNAULT C,ESNAULT CAROLINE,Univ Lyon 1  CNRS  Lab Biometrie & Biol Evolut  UMR 5558,F-69622 Villeurbanne,France
2147,ESNAULT C,ESNAULT C,Univ Lyon 1  CNRS  Lab Biometrie & Biol Evolut  UMR 5558,F-69622 Villeurbanne,France
2148,ESPIE E,ESPIE EMMANUELLE,,,
2149,ESPIE E,ESPIE EMMANUELLE,Epictr,Paris,France
2150,ESPIE E,ESPIE E,,,
2151,ESPIE E,ESPIE E,Epictr,Paris,France
2152,ESPIEE E,ESPIE EMMANUELLE,,,
2153,ESPIEE E,ESPIE EMMANUELLE,Inst Pasteur,Dakar,Senegal
2154,ESSANDOH J,ESSANDOH JOHN,Univ Liverpool Liverpool Sch Trop Med  Vector Biol Dept  Liverpool,Merseyside,England
2155,ESSANDOH J,ESSANDOH JOHN,Univ Cape Coast  Dept Wildlife Biol,Cape Coast,Ghana
2156,ESSANDOH J,ESSANDOH JOHN,Univ Liverpool  Liverpool Sch Trop Med  Vector Biol Dept  Liverpool L3 5QA,Merseyside,England
2157,ESSANDOH J,ESSANDOH JOHN,Univ Cape Coast  Dept Entomol & Wildlife,Cape Coast,Ghana
2158,ESSANDOH J,ESSANDOH JOHN,,,
2159,ESSANDOH J,ESSANDOH JOHN,Univ Liverpool  Liverpool Sch Trop Med  Dept Vector Biol  Liverpool L3 5QA,Merseyside,England
2160,ESSANDOH J,ESSANDOH JOHN,Univ Cape Coast  Dept Wildlife & Entomol,Cape Coast,Ghana
2161,ESTEGHAMATI A,ESTEGHAMATI ALIREZA,,,
2162,ESTEGHAMATI A,ESTEGHAMATI ALIREZA,Univ Tehran Med Sci  Endocrinol & Metab Res Ctr,Tehran,Iran
2163,ESTEVEZ P T,ESTEVEZ PATRICIA TABERNERO,London Sch Hyg & Trop Med  Fac Infect & Trop Dis,London WC1,England
2164,ETANG J,ETANG J,,,
2165,ETANG J,ETANG JOSIANE,,,
2166,ETANG J,ETANG JOSIANE,Org Coordinat lutte Endmies Afrique Ctr,Yaounde,Cameroon
2167,ETANG J,ETANG JOSIANE,Univ Douala  Fac Med & Pharmaceut Sci,Douala,Cameroon
2168,ETANG J,ETANG JOSIANE,OCEAC  Lab Med Entomol,Yaounde,Cameroon
2169,ETANG J,ETANG JOSIANE,Org Coordinat Lutte Contre Endemies Afr Cent,Yaounde,Cameroon
2170,ETANG J,ETANG JOSIANE,Org Coordinat Lutte Endemies Afrique Cent OCEAC,Yaounde,Cameroon
2171,ETARD J F,ETARD JEANFRANCOIS,,,
2172,EUGENE K,EUGENE KITI,,,
2173,EVANCE I,EVANCE ILLAH,Populat Serv Int  Malaria & Child Survival Dept,Nairobi,Kenya
2174,EVRARD B,EVRARD BRIGITTE,Univ Liege  Lab Pharmaceut Technol  Dept Pharm  Drug Res Ctr CIRM CHU,B-4000 Liege,Belgium
2175,EVRARD B,EVRARD BRIGITTE,,,
2176,EVRARD B,EVRARD BRIGITTE,Univ Liege  Lab Pharm Galen & Technol Pharmaceut  Dept Pharm  CHU CIRM,B-4000 Liege,Belgium
2177,EYANGOH S,EYANGOH SARA,,,
2178,EYANGOH S,EYANGOH SARA,Ctr Pasteur Cameroun  Lab Mycobacteriol,Yaounde,Cameroon
2179,EZIMEGNON S,EZIMEGNON SEM,,,
2180,EZIMEGNON S,EZIMEGNON SEM,CERPAGE,Cotonou,Benin
