Id,init_name,last_name,first_name,affiliation,city,country
1948,CAPAN M,CAPAN,MESKURE,Albert Schweitzer Hosp  Ctr Rech Med Lambarene CERMEL,Lambarene,Gabon
1949,CAPAN M,CAPAN,MESKURE,Univ Tubingen  Inst Trop Med,Tubingen,Germany
1950,COT M,COT,MICHEL,Inst Rech Dev IRD,Paris,France
1951,KABANYWANYI A M,KABANYWANYI,ABDUNOOR M,,,
1952,KABANYWANYI A M,KABANYWANYI,ABDUNOOR M,Ifakara Hlth Inst IHI,Dodoma,Tanzania
1953,KLEINE C,KLEINE,CHRISTIAN,,,
1954,KLEINE C,KLEINE,CHRISTIAN,Albert Schweitzer Hosp  Ctr Rech Med Lambarene CERMEL,Lambarene,Gabon
1955,KLEINE C,KLEINE,CHRISTIAN,Univ Tubingen  Inst Trop Med,Tubingen,Germany
1956,KREMSNER P G,KREMSNER,PETER G,Albert Schweitzer Hosp  Ctr Rech Med Lambarene CERMEL,Lambarene,Gabon
1957,MACETE E,MACETE,EUSEBIO,,,
1958,MACETE E,MACETE,EUSEBIO,Manh Hlth Res Ctr CISM,Manhica,Mozambique
1959,MACKANGA J R,MACKANGA,JEANRODOLPHE,,,
1960,MASSOUGBODGI A,MASSOUGBODGI,ACHILLE,,,
1961,MASSOUGBODGI A,MASSOUGBODGI,ACHILLE,Univ Abomey Calavi  Fac Sci Sante FSS,Cotonou,Benin
1962,MAYOR A,MAYOR,ALFREDO,Hosp Clin Univ Barcelona  Barcelona Inst Global Hlth  Barcelona Ctr Int Hlth Res  ISGlobal CRESIB,Barcelona,Spain
1963,MAYOR A,MAYOR,ALFREDO,Manh Hlth Res Ctr CISM,Manhica,Mozambique
1964,NHACOLO A,NHACOLO,ARSENIO,,,
1965,NHACOLO A,NHACOLO,ARSENIO,Manh Hlth Res Ctr CISM,Manhica,Mozambique
1966,PAHLAVAN G,PAHLAVAN,GOLBAHAR,Hosp Clin Univ Barcelona  Barcelona Inst Global Hlth  Barcelona Ctr Int Hlth Res  ISGlobal CRESIB,Barcelona,Spain
1967,RAMHARTER M,RAMHARTER,MICHAEL,Albert Schweitzer Hosp  Ctr Rech Med Lambarene CERMEL,Lambarene,Gabon
1968,RAMHARTER M,RAMHARTER,MICHAEL,Univ Tubingen  Inst Trop Med,Tubingen,Germany
1969,RUPEREZ M,RUPEREZ,MARIA,Hosp Clin Univ Barcelona  Barcelona Inst Global Hlth  Barcelona Ctr Int Hlth Res  ISGlobal CRESIB,Barcelona,Spain
1970,RUPEREZ M,RUPEREZ,MARIA,Manh Hlth Res Ctr CISM,Manhica,Mozambique
1971,SEVENE E,SEVENE,ESPERANCA,,,
1972,SEVENE E,SEVENE,ESPERANCA,Manh Hlth Res Ctr CISM,Manhica,Mozambique
1973,VALA A,VALA,ANIFA,,,
1974,VALA A,VALA,ANIFA,Manh Hlth Res Ctr CISM,Manhica,Mozambique
1975,ZOLEKOMANEGO R,ZOLEKOMANEGO,RELLA,,,
1976,MENENDEZ C,MENENDEZ,CLARA,Hosp Clin Univ Barcelona  Barcelona Inst Global Hlth  Barcelona Ctr Int Hlth Res  ISGlobal CRESIB,Barcelona,Spain
1977,MENENDEZ C,MENENDEZ,CLARA,Manh Hlth Res Ctr CISM,Manhica,Mozambique
1978,BAGLO T,BAGLO,T,,,
1979,BORGELLA S,BORGELLA,SOPHIE,Univ Abomey Calavi  Fac Sci Sante  Ctr Etud & Rech Paludisme Associe Grossesse & Enf,Cotonou,Benin
1980,BORGELLA S,BORGELLA,SOPHIE,Inst Rech Dev  UMR 216,Paris,France
1981,BORGELLA S,BORGELLA,SOPHIE,Univ Paris 05  Fac Pharm  Sorbonne Paris Cite  PRES,Paris,France
1982,FIEVET N,FIEVET,NADINE,Univ Abomey Calavi  Fac Sci Sante  Ctr Etud & Rech Paludisme Associe Grossesse & Enf,Cotonou,Benin
1983,FIEVET N,FIEVET,NADINE,Inst Rech Dev  UMR 216,Paris,France
1984,FIEVET N,FIEVET,NADINE,Univ Paris 05  Fac Pharm  Sorbonne Paris Cite  PRES,Paris,France
1985,IBITOKOU S,IBITOKOU,SAMAD,,,
1986,IBITOKOU S,IBITOKOU,SAMAD,Univ Paris 05  Fac Pharm  Sorbonne Paris Cite  PRES,Paris,France
1987,HOUNGUEVOU G,HOUNGUEVOU,GBETOGNON,,,
1988,HOUNGUEVOU G,HOUNGUEVOU,GBETOGNON,Univ Paris 05  Fac Pharm  Sorbonne Paris Cite  PRES,Paris,France
1989,AFFEDJOU J,AFFEDJOU,JACQUELINE,,,
1990,AFFEDJOU J,AFFEDJOU,JACQUELINE,Univ Paris 05  Fac Pharm  Sorbonne Paris Cite  PRES,Paris,France
1991,SAGBO J C,SAGBO,JEANCLAUDE,,,
1992,HOUNGBEGNON P,HOUNGBEGNON,PARFAIT,,,
1993,HOUNGBEGNON P,HOUNGBEGNON,PARFAIT,Univ Paris 05  Fac Pharm  Sorbonne Paris Cite  PRES,Paris,France
1994,MASSOUGBODJI A,MASSOUGBODJI,ACHILLE,Univ Paris 05  Fac Pharm  Sorbonne Paris Cite  PRES,Paris,France
1995,LUTY A J F,LUTY,ADRIAN J F,Inst Rech Dev  UMR 216,Paris,France
1996,LUTY A J F,LUTY,ADRIAN J F,Univ Paris 05  Fac Pharm  Sorbonne Paris Cite  PRES,Paris,France
1997,COT M,COT,MICHEL,Univ Paris 05  Fac Pharm  Sorbonne Paris Cite  PRES,Paris,France
1998,DELORON P,DELORON,PHILIPPE,Inst Rech Dev  UMR 216,Paris,France
1999,DELORON P,DELORON,PHILIPPE,Univ Paris 05  Fac Pharm  Sorbonne Paris Cite  PRES,Paris,France
2000,AMOUSSOU J,AMOUSSOU,J,,,
2001,TIONO A B,TIONO,ALFRED B,Minist Sante  Ctr Natl Rech & Format Paludisme,Ouagadougou,Burkina Faso
2002,TINTO H,TINTO,HALIDOU,IRSS CRUN  Unitr Rech Clin Nanoro,Ouagadougou,Burkina Faso
2003,ALAO M J,ALAO,MAROUFOU J,,,
2004,ALAO M J,ALAO,MAROUFOU J,Hop Mere & Enfant Lagune  Serv Pediat,Cotonou 01107,Benin
2005,MEREMIKWU M,MEREMIKWU,MARTIN,Univ Calabar  Teaching Hosp  Inst Trop Dis Res & Prevent,Calabar 1278,Nigeria
2006,TSHEFU A,TSHEFU,ANTOINETTE,,,
2007,TSHEFU A,TSHEFU,ANTOINETTE,Univ Kinshasa  Kinshasa Sch Publ Hlth,Kinshasa 11850,Zaire
2008,OGUTU B,OGUTU,BERNHARDS,Kenya Govt Med Res Ctr  Clin Res Ctr,Nairobi,Kenya
2009,OUEDRAOGO A,OUEDRAOGO,ALPHONSE,Minist Sante  Ctr Natl Rech & Format Paludisme,Ouagadougou,Burkina Faso
2010,LINGANI M,LINGANI,MOUSSA,,,
2011,LINGANI M,LINGANI,MOUSSA,IRSS CRUN  Unitr Rech Clin Nanoro,Ouagadougou,Burkina Faso
2012,COUSIN M,COUSIN,MARC,,,
2013,COUSIN M,COUSIN,MARC,Novartis Pharma AG,CH-4002 Basel,Switzerland
2014,LEFEVRE G,LEFEVRE,GILBERT,Novartis Pharma AG,CH-4002 Basel,Switzerland
2015,JAIN J P,JAIN,JAY PRAKASH,,,
2016,JAIN J P,JAIN,JAY PRAKASH,Novartis Healthcare Private Ltd  Hyderabad,Andhra Pradesh,India
2017,DUPARC S,DUPARC,STEPHAN,MMV,CH-1215 Meyrin,Switzerland
2018,HAMED K,HAMED,KAMAL,Novartis Pharmaceut,E Hanover,NJ 07936 USA
2019,OUEDRAOGO S,OUEDRAOGO,S,Univ Ouagadougou  Dept Publ Hlth  Fac Hlth Sci,Ouagadougou,Burkina Faso
2020,BODEAULIVINEC F,BODEAULIVINEC,F,,,
2021,BRIAND V,BRIAND,V,,,
2022,BRIAND V,BRIAND,V,UMR Mere & Enfant Face Infect Trop 216,Paris,France
2023,HUYNH B T,HUYNH,B T,,,
2024,KOURA G K,KOURA,G K,,,
2025,KOURA G K,KOURA,G K,Univ Paris 05  Fac Pharm,Paris,France
2026,ACCROMBESSI M M K,ACCROMBESSI,M M K,,,
2027,ACCROMBESSI M M K,ACCROMBESSI,M M K,Fac Sci Sante,Cotonou,Benin
2028,FIEVET N,FIEVET,N,Univ Paris 05  Fac Pharm,Paris,France
2029,MASSOUGBODJI A,MASSOUGBODJI,A,Fac Sci Sante,Cotonou,Benin
2030,DELORON P,DELORON,P,,,
2031,DELORON P,DELORON,P,UMR Mere & Enfant Face Infect Trop 216,Paris,France
2032,COT M,COT,M,UMR Mere & Enfant Face Infect Trop 216,Paris,France
2033,OXBOROUGH R M,OXBOROUGH,RICHARD M,London Sch Hyg & Trop Med  Dept Dis Control,London WC1,England
2034,OXBOROUGH R M,OXBOROUGH,RICHARD M,Kilimanjaro Christian Med Univ Coll  Dept Entomol & Parasitol  Moshi,Kilimanjaro,Tanzania
2035,OXBOROUGH R M,OXBOROUGH,RICHARD M,Pan African Malaria Vector Res Consortium  PAMVERC,Moshi,Tanzania
2036,KITAU J,KITAU,JOVIN,,,
2037,KITAU J,KITAU,JOVIN,Kilimanjaro Christian Med Univ Coll  Dept Entomol & Parasitol  Moshi,Kilimanjaro,Tanzania
2038,KITAU J,KITAU,JOVIN,Pan African Malaria Vector Res Consortium  PAMVERC,Moshi,Tanzania
2039,TUNGU P K,TUNGU,PATRICK K,,,
2040,TUNGU P K,TUNGU,PATRICK K,Pan African Malaria Vector Res Consortium  PAMVERC,Moshi,Tanzania
2041,TUNGU P K,TUNGU,PATRICK K,Natl Inst Med Res  Amani Ctr,Muheza,Tanzania
2042,MOSHA F W,MOSHA,FRANKLIN W,,,
2043,MOSHA F W,MOSHA,FRANKLIN W,Kilimanjaro Christian Med Univ Coll  Dept Entomol & Parasitol  Moshi,Kilimanjaro,Tanzania
2044,MOSHA F W,MOSHA,FRANKLIN W,Pan African Malaria Vector Res Consortium  PAMVERC,Moshi,Tanzania
2045,ROWLAND M W,ROWLAND,MARK W,London Sch Hyg & Trop Med  Dept Dis Control,London WC1,England
2046,ROWLAND M W,ROWLAND,MARK W,Pan African Malaria Vector Res Consortium  PAMVERC,Moshi,Tanzania
2047,ONZO A,ONZO,ALEXIS,Int Inst Trop Agr,Cotonou,Benin
2048,ONZO A,ONZO,ALEXIS,Univ Parakou  Fac Agron,Parakou,Benin
2049,HOUEDOKOHO A F,HOUEDOKOHO,ARNAUD F,,,
2050,HOUEDOKOHO A F,HOUEDOKOHO,ARNAUD F,Univ Parakou  Fac Agron,Parakou,Benin
2051,HANNA R,HANNA,RACHID,Int Inst Trop Agr,Cotonou,Benin
2052,HANNA R,HANNA,RACHID,Int Inst Trop Agr,Yaounde,Cameroon
2053,LUC D S,LUC,DJOGBENOU S,Ctr Rech Entomol Cotonou  Inst Rech Dev,Cotonou,Benin
2054,HOUGARD J M,HOUGARD,JEANMARC,,,
2055,AKOGBETO M,AKOGBETO,MARTIN,CNRS  Inst Sci Evolut  Equipe Genet Adaptat,Montpellier,France
2056,CHANDRE F,CHANDRE,FABRICE,Ctr Rech Entomol Cotonou  Inst Rech Dev,Cotonou,Benin
2057,DORITCHAMOU J,DORITCHAMOU,JUSTIN,Univ Paris 05  Fac Pharm  PRES Sorbonne Paris Cite,Paris,France
2058,DORITCHAMOU J,DORITCHAMOU,JUSTIN,UMR216 Mere & Enfant Face Infect Trop  Inst Rech Dev,Paris,France
2059,DORITCHAMOU J,DORITCHAMOU,JUSTIN,Univ Abomey Calavi  Ctr Etud & Rech Paludisme Associe Grossesse & Enf,Cotonou,Benin
2060,BERTIN G,BERTIN,GWLADYS,Univ Paris 05  Fac Pharm  PRES Sorbonne Paris Cite,Paris,France
2061,BERTIN G,BERTIN,GWLADYS,UMR216 Mere & Enfant Face Infect Trop  Inst Rech Dev,Paris,France
2062,MOUSSILIOU A,MOUSSILIOU,AZIZATH,Univ Abomey Calavi  Ctr Etud & Rech Paludisme Associe Grossesse & Enf,Cotonou,Benin
2063,BIGEY P,BIGEY,PASCAL,Univ Paris 05  Fac Pharm  PRES Sorbonne Paris Cite,Paris,France
2064,BIGEY P,BIGEY,PASCAL,Univ Paris 05  Unite Pharmacol Chim & Genet,Paris,France
2065,BIGEY P,BIGEY,PASCAL,CNRS  UMR8151  ENSCP Chim ParisTech,Paris,France
2066,BIGEY P,BIGEY,PASCAL,INSERM  U1022,Paris,France
2067,VIWAMI F,VIWAMI,FIRMINE,Univ Abomey Calavi  Ctr Etud & Rech Paludisme Associe Grossesse & Enf,Cotonou,Benin
2068,EZINMEGNON S,EZINMEGNON,SEM,,,
2069,EZINMEGNON S,EZINMEGNON,SEM,Univ Abomey Calavi  Ctr Etud & Rech Paludisme Associe Grossesse & Enf,Cotonou,Benin
2070,FIEVET N,FIEVET,NADINE,UMR216 Mere & Enfant Face Infect Trop  Inst Rech Dev,Paris,France
2071,FIEVET N,FIEVET,NADINE,Univ Abomey Calavi  Ctr Etud & Rech Paludisme Associe Grossesse & Enf,Cotonou,Benin
2072,MASSOUGBODJI A,MASSOUGBODJI,ACHILLE,Univ Abomey Calavi  Ctr Etud & Rech Paludisme Associe Grossesse & Enf,Cotonou,Benin
2073,DELORON P,DELORON,PHILIPPE,UMR216 Mere & Enfant Face Infect Trop  Inst Rech Dev,Paris,France
2074,NDAM N T,NDAM,NICAISE TUIKUE,UMR216 Mere & Enfant Face Infect Trop  Inst Rech Dev,Paris,France
2075,NDAM N T,NDAM,NICAISE TUIKUE,Univ Abomey Calavi  Ctr Etud & Rech Paludisme Associe Grossesse & Enf,Cotonou,Benin
2076,FIEVET N,FIEVET,NADINE,Fac Pharmaceut Sci  IRD UMR Mere & Enfant Face Infect Trop 216,F-75270 Paris 06,France
2077,FIEVET N,FIEVET,NADINE,Univ Paris 05  Fac Pharmaceut Sci,F-75270 Paris 06,France
2078,GBAGUIDI G,GBAGUIDI,GILDAS,Fac Pharmaceut Sci  IRD UMR Mere & Enfant Face Infect Trop 216,F-75270 Paris 06,France
2079,BORGELLA S,BORGELLA,SOPHIE,Fac Pharmaceut Sci  IRD UMR Mere & Enfant Face Infect Trop 216,F-75270 Paris 06,France
2080,MEVO B G,MEVO,BLAISE GUEZO,,,
2081,MEVO B G,MEVO,BLAISE GUEZO,Hop Come,Come,Benin
2082,MASSOUGBODJI A,MASSOUGBODJI,ACHILLE,Univ Cotonou 01BP188  FSS  UER Parasitol,Cotonou,Benin
2083,DELORON P,DELORON,PHILIPPE,Fac Pharmaceut Sci  IRD UMR Mere & Enfant Face Infect Trop 216,F-75270 Paris 06,France
2084,DELORON P,DELORON,PHILIPPE,Univ Paris 05  Fac Pharmaceut Sci,F-75270 Paris 06,France
2085,COT M,COT,MICHEL,Fac Pharmaceut Sci  IRD UMR Mere & Enfant Face Infect Trop 216,F-75270 Paris 06,France
2086,COT M,COT,MICHEL,Univ Paris 05  Fac Pharmaceut Sci,F-75270 Paris 06,France
2087,DECHAVANNE C,DECHAVANNE,CELIA,Inst Rech Dev  UMR Mere & Enfant Face Infect Tropicales 216,Paris,France
2088,DECHAVANNE C,DECHAVANNE,CELIA,Univ Paris 05  Fac Sci Pharmaceut & Biol  COMUE Sorbonne Paris Cite,Paris,France
2089,DECHAVANNE C,DECHAVANNE,CELIA,Case Western Reserve Univ  Global Hlth & Infect Dis,Cleveland,OH 44106 USA
2090,SADISSOU I,SADISSOU,IBRAHIM,,,
2091,SADISSOU I,SADISSOU,IBRAHIM,Fac Sci Sante  CERPAGE,Cotonou,Benin
2092,BOURAIMA A,BOURAIMA,AZIZ,Fac Sci Sante  CERPAGE,Cotonou,Benin
2093,AHOUANGNINOU C,AHOUANGNINOU,CLAUDE,Fac Sci Sante  CERPAGE,Cotonou,Benin
2094,AMOUSSA R,AMOUSSA,ROUKIYATH,,,
2095,AMOUSSA R,AMOUSSA,ROUKIYATH,Fac Sci Sante  CERPAGE,Cotonou,Benin
2096,MILET J,MILET,JACQUELINE,Inst Rech Dev  UMR Mere & Enfant Face Infect Tropicales 216,Paris,France
2097,MILET J,MILET,JACQUELINE,Univ Paris 05  Fac Sci Pharmaceut & Biol  COMUE Sorbonne Paris Cite,Paris,France
2098,MOUTAIROU K,MOUTAIROU,KABIROU,Univ Abomey Calavi  Fac Sci & Tech FAST  Lab Biol & Physiol Cellulaires,Cotonou,Benin
2099,MASSOUGBODJI A,MASSOUGBODJI,ACHILLE,Univ Abomey Calavi  Fac Sci & Tech FAST  Lab Biol & Physiol Cellulaires,Cotonou,Benin
2100,THEISEN M,THEISEN,MICHAEL,,,
2101,THEISEN M,THEISEN,MICHAEL,Statens Serum Inst  Dept Congenital Disorders,Copenhagen,Denmark
2102,THEISEN M,THEISEN,MICHAEL,Univ Copenhagen  Dept Int Hlth Immunol & Microbiol  Ctr Med Parasitol,Copenhagen,Denmark
2103,THEISEN M,THEISEN,MICHAEL,Rigshosp  Copenhagen Univ Hosp  Dept Infect Dis,Copenhagen,Denmark
2104,REMARQUE E J,REMARQUE,EDMOND J,,,
2105,REMARQUE E J,REMARQUE,EDMOND J,Biomed Primate Res Ctr  Dept Parasitol,Rijswijk,Netherlands
2106,COURTIN D,COURTIN,DAVID,Inst Rech Dev  UMR Mere & Enfant Face Infect Tropicales 216,Paris,France
2107,COURTIN D,COURTIN,DAVID,Univ Paris 05  Fac Sci Pharmaceut & Biol  COMUE Sorbonne Paris Cite,Paris,France
2108,NUEL G,NUEL,GREGORY,,,
2109,NUEL G,NUEL,GREGORY,Univ Paris 05  UMR CNRS 8145  Lab Math Appl MAP5,Paris,France
2110,GARCIA A,GARCIA,ANDRE,Inst Rech Dev  UMR Mere & Enfant Face Infect Tropicales 216,Paris,France
2111,GARCIA A,GARCIA,ANDRE,Univ Paris 05  Fac Sci Pharmaceut & Biol  COMUE Sorbonne Paris Cite,Paris,France
2112,MOIROUX N,MOIROUX,NICOLAS,IRD  MIVEGEC IRD CNRS 5290 UM1 UM2 224,F-34394 Montpellier,France
2113,BIOBANGANA A S,BIOBANGANA,ABDUL S,,,
2114,DJENONTIN A,DJENONTIN,ARMEL,IRD  MIVEGEC IRD CNRS 5290 UM1 UM2 224,Cotonou,Benin
2115,CHANDRE F,CHANDRE,FABRICE,IRD  MIVEGEC IRD CNRS 5290 UM1 UM2 224,F-34394 Montpellier,France
2116,CORBEL V,CORBEL,VINCENT,IRD  MIVEGEC IRD CNRS 5290 UM1 UM2 224,F-34394 Montpellier,France
2117,CORBEL V,CORBEL,VINCENT,Kasetsart Univ  Fac Agr  Dept Entomol,Bangkok 10900,Thailand
2118,GUIS H,GUIS,HELENE,CIRAD  UMR CMAEE,F-34398 Montpellier,France
2119,GUIS H,GUIS,HELENE,INRA  UMR CMAEE 1309,F-34398 Montpellier,France
2120,PAZOU E Y A,PAZOU,ELISABETH YEHOUENOU A,Univ Abomey Calavi  Ecole Polytech Abomey Calavi  Dept Genie Environm  Lab Rech Biol Appl LARBA,Cotonou,Benin
2121,ALEODJRODO P E,ALEODJRODO,PATRICK EDORH,,,
2122,ALEODJRODO P E,ALEODJRODO,PATRICK EDORH,Univ Abomey Calavi  Dept Biochim & Biol Cellulaire,Cotonou,Benin
2123,AZEHOUN J P,AZEHOUN,JUDICAEL P,,,
2124,AZEHOUN J P,AZEHOUN,JUDICAEL P,Inst Natl Rech Agr Benin,Cotonou,Benin
2125,VAN STRAALEN N M,VAN STRAALEN,NICO M,,,
2126,VAN STRAALEN N M,VAN STRAALEN,NICO M,Vrije Univ Amsterdam  Fac Earth & Life Sci  Dept Ecol Sci,NL-1081 HV Amsterdam,Netherlands
2127,VAN HATTUM B,VAN HATTUM,BERT,,,
2128,VAN HATTUM B,VAN HATTUM,BERT,Vrije Univ Amsterdam  Fac Earth & Life Sci  Inst Environm Studies,NL-1081 HV Amsterdam,Netherlands
2129,SWART K,SWART,KEES,,,
2130,SWART K,SWART,KEES,Vrije Univ Amsterdam  Fac Earth & Life Sci  Inst Environm Studies,NL-1081 HV Amsterdam,Netherlands
2131,VAN GESTEL C A M,VAN GESTEL,CORNELIS A M,,,
2132,VAN GESTEL C A M,VAN GESTEL,CORNELIS A M,Vrije Univ Amsterdam  Fac Earth & Life Sci  Dept Ecol Sci,NL-1081 HV Amsterdam,Netherlands
2133,MOSQUEIRA B,MOSQUEIRA,BEATRIZ,Univ Valencia  Fac Farm  Dept Parasitol,Valencia 46100,Spain
2134,CHABI J,CHABI,JOSEPH,Ctr Rech Entomol Cotonou,Cotonou,Benin
2135,CHANDRE F,CHANDRE,FABRICE,Ctr Rech Entomol Cotonou,Cotonou,Benin
2136,CHANDRE F,CHANDRE,FABRICE,IRD  UR016,F-34394 Montpellier 5,France
2137,CARNEVALE P,CARNEVALE,PIERRE,,,
2138,CARNEVALE P,CARNEVALE,PIERRE,IRD  UR016,F-34394 Montpellier 5,France
2139,MASCOMA S,MASCOMA,SANTIAGO,,,
2140,ADEOTHY A,ADEOTHY,ADICAT,,,
2141,GOURMEL B,GOURMEL,BERNARD,,,
2142,AMEDOME H,AMEDOME,HYACINTHE,,,
2143,AMEDOME H,AMEDOME,HYACINTHE,Minist Publ Hlth,Cotonou,Benin
2144,COT M,COT,MICHEL,Univ Paris 05  IRD  Fac Pharm UR010  Mother & Child Hlth Trop Res Unit Lab Parasitol,F-75005 Paris,France
2145,DELORON P,DELORON,PHILIPPE,Univ Paris 05  IRD  Fac Pharm UR010  Mother & Child Hlth Trop Res Unit Lab Parasitol,F-75005 Paris,France
2146,DJEGBE I,DJEGBE,INNOCENT,Int Inst Trop Agr,Calavi,Benin
2147,SOUMANOU L,SOUMANOU,LAWAL,Ctr Rech Entomol Cotonou,Cotonou,Benin
2148,TOKPONNON F,TOKPONNON,FILEMON,,,
2149,TOKPONNON F,TOKPONNON,FILEMON,Programme Natl Lutte Paludisme,Cotonou,Benin
2150,AZONDEKON R,AZONDEKON,ROSERIC,,,
2151,OKE M,OKE,MARIAM,,,
2152,OKE M,OKE,MARIAM,Programme Natl Lutte Paludisme,Cotonou,Benin
2153,ADECHOUBOU A,ADECHOUBOU,ALIOUN,,,
2154,ADECHOUBOU A,ADECHOUBOU,ALIOUN,Programme Natl Lutte Paludisme,Cotonou,Benin
2155,CORBEL V,CORBEL,VINCENT,Malad Infect & Vecteurs Ecol Genet Evolut & Contr  Inst Rech Dev,Montpellier,France
2156,KNOLS B G J,KNOLS,BART G J,,,
2157,KNOLS B G J,KNOLS,BART G J,Univ Wageningen & Res Ctr  Entomol Lab,Wageningen,Netherlands
2158,PENNETIER C,PENNETIER,CEDRIC,Ctr Rech Entomol Cotonou CREC,Cotonou,Benin
2159,PENNETIER C,PENNETIER,CEDRIC,Inst Rech Dev,Cotonou,Benin
2160,ROWLAND M,ROWLAND,MARK,,,
2161,GUEANT J L,GUEANT,JEANLOUIS,,,
2162,GUEANTRODRIGUEZ R M,GUEANTRODRIGUEZ,ROSAMARIA,,,
2163,MUTCHINICK O M,MUTCHINICK,OSVALDO M,,,
2164,DEBARD R,DEBARD,RENEE,,,
2165,PAYET C,PAYET,CORINNE,,,
2166,LU X H,LU,XIAOHONG,,,
2167,VILLAUME C,VILLAUME,CHRISTIAN,,,
2168,BRONOWICKI J P,BRONOWICKI,JEANPIERRE,,,
2169,QUADROS E V,QUADROS,EDWARD V,,,
2170,AMOUZOU E,AMOUZOU,EMILE,,,
2171,XIA B,XIA,BING,,,
2172,CHEN M,CHEN,MIN,,,
2173,ANELLO G,ANELLO,GUIDO,,,
2174,BOSCO P,BOSCO,PAOLO,,,
2175,ROMANO C,ROMANO,CORRADO,,,
2176,ARRIETA H R,ARRIETA,HEIDY R,,,
2177,SANCHEZ B E,SANCHEZ,BEATRIZ E,,,
2178,ROMANO A,ROMANO,ANTONINO,,,
2179,HERBETH B,HERBETH,BERNARD,,,
2180,ANWAR W,ANWAR,WAFAA,,,
2181,NAMOUR F,NAMOUR,FARES,,,
2182,LE PORT A,LE PORT,A,Mere Enfant Face Infect Trop  Inst Rech Dev IRD  UMR216,Paris,France
2183,LE PORT A,LE PORT,A,Univ Paris 05  Fac Pharm,Paris,France
2184,WATIER L,WATIER,L,,,
2185,WATIER L,WATIER,L,Inst Pasteur PhE  INSERM  UVSQ EA4499  U657,Paris,France
2186,COTTRELL G,COTTRELL,G,,,
2187,COTTRELL G,COTTRELL,G,Univ Paris 05  Fac Pharm,Paris,France
2188,COTTRELL G,COTTRELL,G,Mere & Enfant Face Infect Trop  Inst Rech Dev IRD  UMR216,Cotonou,Benin
2189,OUEDRAOGO S,OUEDRAOGO,S,,,
2190,OUEDRAOGO S,OUEDRAOGO,S,Univ Paris 05  Fac Pharm,Paris,France
2191,OUEDRAOGO S,OUEDRAOGO,S,Mere & Enfant Face Infect Trop  Inst Rech Dev IRD  UMR216,Cotonou,Benin
2192,DECHAVANNE C,DECHAVANNE,C,Mere Enfant Face Infect Trop  Inst Rech Dev IRD  UMR216,Paris,France
2193,DECHAVANNE C,DECHAVANNE,C,Univ Paris 05  Fac Pharm,Paris,France
2194,PIERRAT C,PIERRAT,C,Mere Enfant Face Infect Trop  Inst Rech Dev IRD  UMR216,Paris,France
2195,PIERRAT C,PIERRAT,C,Univ Paris 05  Fac Pharm,Paris,France
2196,BOURAIMA A,BOURAIMA,A,,,
2197,BOURAIMA A,BOURAIMA,A,Inst Sci Biomed Appl ISBA,Cotonou,Benin
2198,MASSOUGBODJI A,MASSOUGBODJI,A,Fac Sci Sante FSS,Cotonou,Benin
2199,FAYOMI B,FAYOMI,B,,,
2200,FAYOMI B,FAYOMI,B,Inst Sci Biomed Appl ISBA,Cotonou,Benin
2201,CHANDRE F,CHANDRE,F,Caracterisat & Controle Populat Vecteurs  IRD  UR016,Montpellier,France
2202,MARTINPREVEL Y,MARTINPREVEL,Y,,,
2203,GARCIA A,GARCIA,A,Mere Enfant Face Infect Trop  Inst Rech Dev IRD  UMR216,Paris,France
2204,GARCIA A,GARCIA,A,Univ Paris 05  Fac Pharm,Paris,France
2205,COT M,COT,M,Mere Enfant Face Infect Trop  Inst Rech Dev IRD  UMR216,Paris,France
2206,COT M,COT,M,Univ Paris 05  Fac Pharm,Paris,France
2207,UBBEN D,UBBEN,DAVID,MMV,CH-1215 Geneva 15,Switzerland
2208,CEESAY S J,CEESAY,SERIGN JAWO,MRC Unit,Banjul,Gambia
2209,OKEBE J,OKEBE,JOSEPH,MRC Unit,Banjul,Gambia
2210,TAAL M,TAAL,MAKIE,,,
2211,TAAL M,TAAL,MAKIE,Minist Hlth & Social Welf,Banjul,Gambia
2212,LAMA E K,LAMA,EUGENE KAMAN,,,
2213,LAMA E K,LAMA,EUGENE KAMAN,Minist Hlth,Conakry,Guinea
2214,KEITA M,KEITA,MOUSSA,,,
2215,KEITA M,KEITA,MOUSSA,Minist Hlth,Conakry,Guinea
2216,KOIVOGUI L,KOIVOGUI,LAMINE,,,
2217,KOIVOGUI L,KOIVOGUI,LAMINE,Minist Hlth,Conakry,Guinea
2218,BOJANG K,BOJANG,KALIFA,MRC Unit,Banjul,Gambia
2219,SONKO A A J,SONKO,AJA ADAM JAGNE,,,
2220,SONKO A A J,SONKO,AJA ADAM JAGNE,Minist Hlth & Social Welf,Banjul,Gambia
2221,LALYA H F,LALYA,HONORAT FRANCIS,,,
2222,LALYA H F,LALYA,HONORAT FRANCIS,Ctr Natl Hosp Univ Hubert K Maga,Cotonou,Benin
2223,BRABIN B,BRABIN,BERNARD,,,
2224,BRABIN B,BRABIN,BERNARD,Univ Liverpool  Liverpool Sch Trop Med  Child & Reprod Hlth Grp  Liverpool L3 5QA,Merseyside,England
2225,LYSANIUK B,LYSANIUK,B,Pole Rech Org & Diffus Informat Geog,Paris,France
2226,LADSOUS R,LADSOUS,R,,,
2227,LADSOUS R,LADSOUS,R,Univ Paris  Inst Geog,F-75252 Paris,France
